2025-11-19 12:12:39 | INFO     | root | ================================================================================
2025-11-19 12:12:39 | INFO     | analyst | HTF Bias (H1): BEARISH
2025-11-19 12:12:39 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:39 | INFO     | analyst | ATR (M5): 2.36
2025-11-19 12:12:39 | INFO     | analyst | HTF Bias (H1): BEARISH
2025-11-19 12:12:39 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:39 | INFO     | analyst | ATR (M5): 2.31
2025-11-19 12:12:39 | INFO     | analyst | HTF Bias (H1): BEARISH
2025-11-19 12:12:39 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:39 | INFO     | analyst | ATR (M5): 2.30
2025-11-19 12:12:39 | INFO     | analyst | HTF Bias (H1): BEARISH
2025-11-19 12:12:39 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:39 | INFO     | analyst | ATR (M5): 2.32
2025-11-19 12:12:39 | INFO     | analyst | HTF Bias (H1): BEARISH
2025-11-19 12:12:39 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:39 | INFO     | analyst | ATR (M5): 2.28
2025-11-19 12:12:39 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:39 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:39 | INFO     | analyst | ATR (M5): 2.26
2025-11-19 12:12:39 | INFO     | analyst | HTF Bias (H1): BEARISH
2025-11-19 12:12:39 | INFO     | analyst | Total score: 10
2025-11-19 12:12:39 | INFO     | analyst | Score too low: 10 < 60
2025-11-19 12:12:39 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:39 | INFO     | analyst | ATR (M5): 2.26
2025-11-19 12:12:39 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 2.20
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BEARISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 2.12
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 2.11
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | Total score: 35
2025-11-19 12:12:40 | INFO     | analyst | Score too low: 35 < 60
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 2.08
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | Total score: 30
2025-11-19 12:12:40 | INFO     | analyst | Score too low: 30 < 60
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 2.04
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | Total score: 40
2025-11-19 12:12:40 | INFO     | analyst | Score too low: 40 < 60
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 2.03
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 2.04
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | Total score: 10
2025-11-19 12:12:40 | INFO     | analyst | Score too low: 10 < 60
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 2.09
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 2.05
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.98
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.89
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | Total score: 25
2025-11-19 12:12:40 | INFO     | analyst | Score too low: 25 < 60
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.80
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.79
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | Total score: 25
2025-11-19 12:12:40 | INFO     | analyst | Score too low: 25 < 60
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.72
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | Total score: 25
2025-11-19 12:12:40 | INFO     | analyst | Score too low: 25 < 60
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.62
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.55
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.49
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.44
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.42
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | Total score: 30
2025-11-19 12:12:40 | INFO     | analyst | Score too low: 30 < 60
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.43
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | Total score: 10
2025-11-19 12:12:40 | INFO     | analyst | Score too low: 10 < 60
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.60
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | Total score: 30
2025-11-19 12:12:40 | INFO     | analyst | Score too low: 30 < 60
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.64
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | Total score: 25
2025-11-19 12:12:40 | INFO     | analyst | Score too low: 25 < 60
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.81
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BEARISH
2025-11-19 12:12:40 | INFO     | analyst | Total score: 30
2025-11-19 12:12:40 | INFO     | analyst | Score too low: 30 < 60
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.81
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | Total score: 5
2025-11-19 12:12:40 | INFO     | analyst | Score too low: 5 < 60
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.79
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.80
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | Total score: 25
2025-11-19 12:12:40 | INFO     | analyst | Score too low: 25 < 60
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.73
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | Total score: 25
2025-11-19 12:12:40 | INFO     | analyst | Score too low: 25 < 60
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.74
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.68
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | Total score: 5
2025-11-19 12:12:40 | INFO     | analyst | Score too low: 5 < 60
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.63
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.60
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.60
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.58
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.68
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | Total score: 30
2025-11-19 12:12:40 | INFO     | analyst | Score too low: 30 < 60
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.67
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | Total score: 25
2025-11-19 12:12:40 | INFO     | analyst | Score too low: 25 < 60
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.65
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | Total score: 25
2025-11-19 12:12:40 | INFO     | analyst | Score too low: 25 < 60
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.59
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.60
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.57
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.54
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | Total score: 30
2025-11-19 12:12:40 | INFO     | analyst | Score too low: 30 < 60
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.50
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | Total score: 25
2025-11-19 12:12:40 | INFO     | analyst | Score too low: 25 < 60
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.48
2025-11-19 12:12:40 | INFO     | analyst | In no-trade window
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.43
2025-11-19 12:12:40 | INFO     | analyst | In no-trade window
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.48
2025-11-19 12:12:40 | INFO     | analyst | In no-trade window
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.48
2025-11-19 12:12:40 | INFO     | analyst | In no-trade window
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.53
2025-11-19 12:12:40 | INFO     | analyst | In no-trade window
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.52
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.52
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.55
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BEARISH
2025-11-19 12:12:40 | INFO     | analyst | Total score: 5
2025-11-19 12:12:40 | INFO     | analyst | Score too low: 5 < 60
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.57
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BULLISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.60
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BEARISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.55
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BEARISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.54
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BEARISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.57
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BEARISH
2025-11-19 12:12:40 | INFO     | analyst | Total score: 35
2025-11-19 12:12:40 | INFO     | analyst | Score too low: 35 < 60
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
2025-11-19 12:12:40 | INFO     | analyst | ATR (M5): 1.56
2025-11-19 12:12:40 | INFO     | analyst | HTF Bias (H1): BEARISH
2025-11-19 12:12:40 | INFO     | analyst | === Starting Market Analysis ===
